Codigo Convocatoria,Nombre del Oferente,Area del Conocimiento,Nombre del programa,Nombre del País,Fecha de Recepción - mm/dd/aaaa,Perfil del Aplicante,Objetivo del Programa
2260119,GOBIERNO DE LA INDIA,ADMINISTRACIÓN,INTERNATIONAL DIPLOMA IN EDUCATIONAL PLANNING AND ADMINISTRATION (IDEPA - XXXV),India (República de India),11/13/2018 12:00:00 AM,"El programa está dirigido a profesionales en ciencias de la educación- administración educativa o áreas afines que sean líderes de alto nivel o altos directivos de instituciones educativas públicas o privadas- que necesiten desarrollar con éxito sus habilidades y conocimiento sobre las distintas formas de planeación y administración educativa.   REQUISITOS: El aspirante debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente. LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
2260419,GOBIERNO DE LA INDIA,ADMINISTRACIÓN,TOURISM AND HOSPITALITY MANAGEMENT (THM),India (República de India),10/11/2018 12:00:00 AM,"El programa está dirigido a profesionales en administración- ciencias sociales o áreas afines que se desempeñen en el área del programa- en entidades públicas o privadas o que cuenten con experiencia profesional relacionada con la gestión del turismo.  REQUISITOS: El candidato debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente. LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
2260519,GOBIERNO DE LA INDIA,ADMINISTRACIÓN - ECONOMÍA,TRAINING OF TRAINERS IN ENTREPRENEURSHIP AND SKILL DEVELOPMENT,India (República de India),09/28/2018 12:00:00 AM,"El programa está dirigido a profesionales en administración- economía o áreas afines que se desempeñen en el área del programa- en entidades públicas o privadas o que cuenten con experiencia profesional en temas relacionados con emprendimiento o quieran desarrollar habilidades a través del entrenamiento y fortalecimiento de habilidades en la creación de empresas.  REQUISITOS: El aspirante debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente. LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
2259818,GOBIERNO DE LA INDIA,ADMINISTRACIÓN - ECONOMÍA,TRAINERS TRAINING ON ENTREPRENEURSHIP AND PROMOTION OF INCOME GENERATION ACTIVITIES (TT-EPIGA),India (República de India),09/12/2018 12:00:00 AM,"El programa está dirigido a profesionales en administración- economía o áreas afines que se desempeñen en el área del programa- en entidades públicas o privadas y que cuenten con experiencia profesional relacionada con la promoción y desarrollo de microempresas y pequeñas empresas para el autoempleo.  REQUISITOS: El aspirante debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente. LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
2260318,GOBIERNO DE LA INDIA,ADMINISTRACIÓN - ECONOMÍA,CORPORATE GOVERNANCE AND LEADERSHIP FOR TOP EXECUTIVES FROM THE FINANCIAL SYSTEM,India (República de India),09/14/2018 12:00:00 AM,"El programa está dirigido a profesionales en administración- economía- ingeniería o áreas afines que sean líderes de alto nivel o altos directivos que necesitan desarrollar con éxito sus habilidades y conocimiento sobre las distintas formas de gobernanza y liderazgo que se desempeñen en el área del programa- en entidades públicas o privadas o que cuenten con experiencia profesional relacionada con el curso a realizar.   REQUISITOS: El aspirante debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente. LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
2261619,GOBIERNO DE LA INDIA,ADMINISTRACIÓN - ECONOMÍA,PLANNING AND PROMOTION OF AGRO AND FOOD ENTERPRISES (PAFE),India (República de India),10/10/2018 12:00:00 AM,"El programa está dirigido a profesionales en administración- economía o áreas afines que se desempeñen en entidades públicas o privadas en el área del programa a realizar o que cuenten con experiencia profesional afín con la planeación y promoción de iniciativas de empresas agrícolas y dedicadas al manejo de alimentos.   REQUISITOS: El aspirante debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente. LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
2261819,GOBIERNO DE LA INDIA,ADMINISTRACIÓN - ECONOMÍA,GOVERNMENT ACCOUNTING AND FINANCIAL MANAGEMENT,India (República de India),11/01/2018 12:00:00 AM,"El programa está dirigido a profesionales en administración- economía o áreas afines que se desempeñen en entidades públicas o privadas en el área del programa o que cuenten con experiencia profesional relacionada con contabilidad- finanzas y/o presupuesto. REQUISITOS: El aspirante debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente. LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
2262019,GOBIERNO DE LA INDIA,INGENIERIA Y AFINES,INTRODUCTORY TRAINING COURSE IN NANOFABRICATION TECHNOLOGIES,India (República de India),10/10/2018 12:00:00 AM,"El programa está dirigido a profesionales en ingeniería o áreas afines preferiblemente con título de maestría que se desempeñen en el área del programa a realizar en entidades públicas o privadas o que cuenten con experiencia profesional en temas inherentes al desarrollo de nanotecnología. Los candidatos deben pertenecer a grupos de investigación o facultades- como docentes o estudiantes de doctorado de: física- química- materiales- ingeniería electrónica- ingeniería eléctrica y/o nanotecnología.   REQUISITOS: El aspirante debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente.LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
2262619,GOBIERNO DE LA INDIA,INGENIERIA Y AFINES,WASTEWATER TREATMENT,India (República de India),11/14/2018 12:00:00 AM,"El programa está dirigido a profesionales universitarios en ciencias- ingeniería o áreas afines que se desempeñen en el área del programa a realizar- en entidades públicas o privadas o que cuenten con experiencia profesional en temas inherentes al manejo de aguas residuales.   REQUISITOS: El aspirante debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente. LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
2262419,GOBIERNO DE LA INDIA,INGENIERÍA - ARQUITECTURA,PLANNING AND MANAGEMENT OF SUSTAINABLE URBAN INFRASTRUCTURE,India (República de India),10/12/2018 12:00:00 AM,"El programa está dirigido a profesionales en arquitectura- ingeniería o áreas afines que se desempeñen en el área del programa a realizar- en entidades públicas o privadas o que cuenten con experiencia profesional en arquitectura del paisaje- diseño urbano y/o desarrollo comunitario.   REQUISITOS: El aspirante debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente. LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
2262818,GOBIERNO DE LA INDIA,INGENIERIA Y AFINES,CLIMATE CHANGE AND SUSTAINABLE DEVELOPMENT,India (República de India),09/14/2018 12:00:00 AM,"El programa está dirigido a profesionales en ingeniería- ciencias puras o áreas afines- que se desempeñen en el área del programa a realizar- en entidades públicas o privadas o que cuenten con experiencia profesional en temas inherentes al desarrollo sostenible y cambio climático.   REQUISITOS: El aspirante debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente. LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
2262319,GOBIERNO DE LA INDIA,CIENCIAS SOCIALES,DIPLOMA COURSE IN DEVELOPMENT JOURNALISM,India (República de India),09/28/2018 12:00:00 AM,"El programa está dirigido a profesionales en comunicación social- periodismo o áreas afines que se desempeñen en el área del programa a realizar en entidades públicas o privadas o que cuenten con experiencia profesional relacionada con el desarrollo de capacidades periodísticas.   REQUISITOS: El aspirante debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente. LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
